date,title,review,rating,username,helpful_votes,review_length,platform,language,location,version,verified_purchase,no_stopwords,tokens,lemmatized_tokens,processed_text,sentiment,sentiment_encoded
,President painting large industry notice step.,piece safe much building these sometimes parent process minute first crime offer treat during should gun lay security break drop run they gun goal measure,1,sarasanchez,142,154,Website,en,United States of America,4.8.7,Yes,piece safe much building sometimes parent process minute first crime offer treat gun lay security break drop run gun goal measure,"['piece', 'safe', 'much', 'building', 'sometimes', 'parent', 'process', 'minute', 'first', 'crime', 'offer', 'treat', 'gun', 'lay', 'security', 'break', 'drop', 'run', 'gun', 'goal', 'measure']","['piece', 'safe', 'much', 'building', 'sometimes', 'parent', 'process', 'minute', 'first', 'crime', 'offer', 'treat', 'gun', 'lay', 'security', 'break', 'drop', 'run', 'gun', 'goal', 'measure']",piece safe much building sometimes parent process minute first crime offer treat gun lay security break drop run gun goal measure,Negative,0
,Car term truth toward.,program painting somebody game brother impact measure chance management thing cup conference law building enjoy never us sea call alone issue real,3,david83,164,146,App Store,en,Rwanda,3.6.6,Yes,program painting somebody game brother impact measure chance management thing cup conference law building enjoy never us sea call alone issue real,"['program', 'painting', 'somebody', 'game', 'brother', 'impact', 'measure', 'chance', 'management', 'thing', 'cup', 'conference', 'law', 'building', 'enjoy', 'never', 'us', 'sea', 'call', 'alone', 'issue', 'real']","['program', 'painting', 'somebody', 'game', 'brother', 'impact', 'measure', 'chance', 'management', 'thing', 'cup', 'conference', 'law', 'building', 'enjoy', 'never', 'u', 'sea', 'call', 'alone', 'issue', 'real']",program painting somebody game brother impact measure chance management thing cup conference law building enjoy never u sea call alone issue real,Neutral,1
,Time order have power.,front station from participant blue reveal available wear treat piece scientist job serious record safe rich operation star meeting,3,lflores,96,131,Flipkart,en,Madagascar,4.3.3,No,front station participant blue reveal available wear treat piece scientist job serious record safe rich operation star meeting,"['front', 'station', 'participant', 'blue', 'reveal', 'available', 'wear', 'treat', 'piece', 'scientist', 'job', 'serious', 'record', 'safe', 'rich', 'operation', 'star', 'meeting']","['front', 'station', 'participant', 'blue', 'reveal', 'available', 'wear', 'treat', 'piece', 'scientist', 'job', 'serious', 'record', 'safe', 'rich', 'operation', 'star', 'meeting']",front station participant blue reveal available wear treat piece scientist job serious record safe rich operation star meeting,Neutral,1
,Girl close explain main.,evidence significant discussion manage answer military modern meet up expect himself serious well sport same writer decision mind offer past,2,nicoleroberts,118,140,Google Play,en,United States Virgin Islands,4.6.8,Yes,evidence significant discussion manage answer military modern meet expect serious well sport writer decision mind offer past,"['evidence', 'significant', 'discussion', 'manage', 'answer', 'military', 'modern', 'meet', 'expect', 'serious', 'well', 'sport', 'writer', 'decision', 'mind', 'offer', 'past']","['evidence', 'significant', 'discussion', 'manage', 'answer', 'military', 'modern', 'meet', 'expect', 'serious', 'well', 'sport', 'writer', 'decision', 'mind', 'offer', 'past']",evidence significant discussion manage answer military modern meet expect serious well sport writer decision mind offer past,Negative,0
,Respond try build threat.,send under project cell deal stuff senior agree total whether music sometimes according hard example way interview know call law,4,ibaker,62,128,Amazon,en,Fiji,3.1.7,No,send project cell deal stuff senior agree total whether music sometimes according hard example way interview know call law,"['send', 'project', 'cell', 'deal', 'stuff', 'senior', 'agree', 'total', 'whether', 'music', 'sometimes', 'according', 'hard', 'example', 'way', 'interview', 'know', 'call', 'law']","['send', 'project', 'cell', 'deal', 'stuff', 'senior', 'agree', 'total', 'whether', 'music', 'sometimes', 'according', 'hard', 'example', 'way', 'interview', 'know', 'call', 'law']",send project cell deal stuff senior agree total whether music sometimes according hard example way interview know call law,Positive,2
,Account carry heavy wall pull enter charge sport.,why sound season develop avoid church friend piece mention since religious fire under item usually some fish success produce there along,1,mcampbell,137,136,Flipkart,en,Norfolk Island,3.6.9,Yes,sound season develop avoid church friend piece mention since religious fire item usually fish success produce along,"['sound', 'season', 'develop', 'avoid', 'church', 'friend', 'piece', 'mention', 'since', 'religious', 'fire', 'item', 'usually', 'fish', 'success', 'produce', 'along']","['sound', 'season', 'develop', 'avoid', 'church', 'friend', 'piece', 'mention', 'since', 'religious', 'fire', 'item', 'usually', 'fish', 'success', 'produce', 'along']",sound season develop avoid church friend piece mention since religious fire item usually fish success produce along,Negative,0
,Themselves property make picture our.,week tax see about attack newspaper decade although read party piece doctor give most west there,1,ophillips,48,96,Website,en,Bouvet Island (Bouvetoya),2.7.3,No,week tax see attack newspaper decade although read party piece doctor give west,"['week', 'tax', 'see', 'attack', 'newspaper', 'decade', 'although', 'read', 'party', 'piece', 'doctor', 'give', 'west']","['week', 'tax', 'see', 'attack', 'newspaper', 'decade', 'although', 'read', 'party', 'piece', 'doctor', 'give', 'west']",week tax see attack newspaper decade although read party piece doctor give west,Negative,0
,Article sign energy fish hot kind.,information language easy interesting computer what produce girl huge similar low source major include dog fact medical three,3,dgreen,3,125,Flipkart,en,Ethiopia,1.7.3,Yes,information language easy interesting computer produce girl huge similar low source major include dog fact medical three,"['information', 'language', 'easy', 'interesting', 'computer', 'produce', 'girl', 'huge', 'similar', 'low', 'source', 'major', 'include', 'dog', 'fact', 'medical', 'three']","['information', 'language', 'easy', 'interesting', 'computer', 'produce', 'girl', 'huge', 'similar', 'low', 'source', 'major', 'include', 'dog', 'fact', 'medical', 'three']",information language easy interesting computer produce girl huge similar low source major include dog fact medical three,Neutral,1
,Teacher director soon treat former democratic.,fund stand final important occur coach deal personal particularly can music wear again here sister four good she as any decision movement world study,4,shelbyjohnson,61,149,Website,en,Angola,3.6.7,No,fund stand final important occur coach deal personal particularly music wear sister four good decision movement world study,"['fund', 'stand', 'final', 'important', 'occur', 'coach', 'deal', 'personal', 'particularly', 'music', 'wear', 'sister', 'four', 'good', 'decision', 'movement', 'world', 'study']","['fund', 'stand', 'final', 'important', 'occur', 'coach', 'deal', 'personal', 'particularly', 'music', 'wear', 'sister', 'four', 'good', 'decision', 'movement', 'world', 'study']",fund stand final important occur coach deal personal particularly music wear sister four good decision movement world study,Positive,2
,Painting charge save society create paper fine.,bill huge machine church feeling discover significant easy evening buy six pretty stand theory technology baby mean region run after sea,3,ronald04,66,136,Amazon,en,Falkland Islands (Malvinas),4.7.1,No,bill huge machine church feeling discover significant easy evening buy six pretty stand theory technology baby mean region run sea,"['bill', 'huge', 'machine', 'church', 'feeling', 'discover', 'significant', 'easy', 'evening', 'buy', 'six', 'pretty', 'stand', 'theory', 'technology', 'baby', 'mean', 'region', 'run', 'sea']","['bill', 'huge', 'machine', 'church', 'feeling', 'discover', 'significant', 'easy', 'evening', 'buy', 'six', 'pretty', 'stand', 'theory', 'technology', 'baby', 'mean', 'region', 'run', 'sea']",bill huge machine church feeling discover significant easy evening buy six pretty stand theory technology baby mean region run sea,Neutral,1
,Side language live board financial century.,between wide office heavy involve develop image everything traditional mouth each admit market hour head national board difference window,3,davisgary,52,137,Amazon,en,Tonga,4.0.9,Yes,wide office heavy involve develop image everything traditional mouth admit market hour head national board difference window,"['wide', 'office', 'heavy', 'involve', 'develop', 'image', 'everything', 'traditional', 'mouth', 'admit', 'market', 'hour', 'head', 'national', 'board', 'difference', 'window']","['wide', 'office', 'heavy', 'involve', 'develop', 'image', 'everything', 'traditional', 'mouth', 'admit', 'market', 'hour', 'head', 'national', 'board', 'difference', 'window']",wide office heavy involve develop image everything traditional mouth admit market hour head national board difference window,Neutral,1
,Recognize heart series class security coach.,economic center pattern list rich note discussion should edge find full character focus out the environmental decide none major matter where dog leave lot never science run tv,2,hkane,4,175,Amazon,en,Argentina,5.9.6,No,economic center pattern list rich note discussion edge find full character focus environmental decide none major matter dog leave lot never science run tv,"['economic', 'center', 'pattern', 'list', 'rich', 'note', 'discussion', 'edge', 'find', 'full', 'character', 'focus', 'environmental', 'decide', 'none', 'major', 'matter', 'dog', 'leave', 'lot', 'never', 'science', 'run', 'tv']","['economic', 'center', 'pattern', 'list', 'rich', 'note', 'discussion', 'edge', 'find', 'full', 'character', 'focus', 'environmental', 'decide', 'none', 'major', 'matter', 'dog', 'leave', 'lot', 'never', 'science', 'run', 'tv']",economic center pattern list rich note discussion edge find full character focus environmental decide none major matter dog leave lot never science run tv,Negative,0
,Decision form section you until clearly resource.,manager phone modern cause them industry across brother yet result they mission past he practice center model daughter pass research mind economy,2,asmith,50,145,Amazon,en,Christmas Island,4.9.3,No,manager phone modern cause industry across brother yet result mission past practice center model daughter pass research mind economy,"['manager', 'phone', 'modern', 'cause', 'industry', 'across', 'brother', 'yet', 'result', 'mission', 'past', 'practice', 'center', 'model', 'daughter', 'pass', 'research', 'mind', 'economy']","['manager', 'phone', 'modern', 'cause', 'industry', 'across', 'brother', 'yet', 'result', 'mission', 'past', 'practice', 'center', 'model', 'daughter', 'pas', 'research', 'mind', 'economy']",manager phone modern cause industry across brother yet result mission past practice center model daughter pas research mind economy,Negative,0
,Must process back check room evidence enjoy.,attack with find could really mrs former article light choose go next general add cover exist treatment international role happen short various,5,martinezalexa,167,143,Amazon,en,Oman,4.7.7,Yes,attack find could really mrs former article light choose go next general add cover exist treatment international role happen short various,"['attack', 'find', 'could', 'really', 'mrs', 'former', 'article', 'light', 'choose', 'go', 'next', 'general', 'add', 'cover', 'exist', 'treatment', 'international', 'role', 'happen', 'short', 'various']","['attack', 'find', 'could', 'really', 'mr', 'former', 'article', 'light', 'choose', 'go', 'next', 'general', 'add', 'cover', 'exist', 'treatment', 'international', 'role', 'happen', 'short', 'various']",attack find could really mr former article light choose go next general add cover exist treatment international role happen short various,Positive,2
,Force matter bring nice help history listen.,form sign option everyone southern the protect list collection situation before sound chair close themselves follow time appear memory keep,3,mary58,43,139,Flipkart,en,Belgium,4.2.8,Yes,form sign option everyone southern protect list collection situation sound chair close follow time appear memory keep,"['form', 'sign', 'option', 'everyone', 'southern', 'protect', 'list', 'collection', 'situation', 'sound', 'chair', 'close', 'follow', 'time', 'appear', 'memory', 'keep']","['form', 'sign', 'option', 'everyone', 'southern', 'protect', 'list', 'collection', 'situation', 'sound', 'chair', 'close', 'follow', 'time', 'appear', 'memory', 'keep']",form sign option everyone southern protect list collection situation sound chair close follow time appear memory keep,Neutral,1
,Him condition section action kind.,success western watch street represent style night majority smile rate newspaper itself give term talk side generation interest pay then,5,adamcollins,8,136,Google Play,en,Bhutan,1.6.2,Yes,success western watch street represent style night majority smile rate newspaper give term talk side generation interest pay,"['success', 'western', 'watch', 'street', 'represent', 'style', 'night', 'majority', 'smile', 'rate', 'newspaper', 'give', 'term', 'talk', 'side', 'generation', 'interest', 'pay']","['success', 'western', 'watch', 'street', 'represent', 'style', 'night', 'majority', 'smile', 'rate', 'newspaper', 'give', 'term', 'talk', 'side', 'generation', 'interest', 'pay']",success western watch street represent style night majority smile rate newspaper give term talk side generation interest pay,Positive,2
,Space although ahead thus check save that.,trouble me actually event positive politics huge yet region ever wife statement tell until young place make list,1,christopherflowers,181,112,Flipkart,en,British Indian Ocean Territory (Chagos Archipelago),2.8.7,No,trouble actually event positive politics huge yet region ever wife statement tell young place make list,"['trouble', 'actually', 'event', 'positive', 'politics', 'huge', 'yet', 'region', 'ever', 'wife', 'statement', 'tell', 'young', 'place', 'make', 'list']","['trouble', 'actually', 'event', 'positive', 'politics', 'huge', 'yet', 'region', 'ever', 'wife', 'statement', 'tell', 'young', 'place', 'make', 'list']",trouble actually event positive politics huge yet region ever wife statement tell young place make list,Negative,0
,Challenge entire common and part read important.,pm artist best name work create pass admit student summer first town only want might wait idea study prove assume,1,collinsann,158,113,Website,en,British Indian Ocean Territory (Chagos Archipelago),4.0.0,No,pm artist best name work create pass admit student summer first town want might wait idea study prove assume,"['pm', 'artist', 'best', 'name', 'work', 'create', 'pass', 'admit', 'student', 'summer', 'first', 'town', 'want', 'might', 'wait', 'idea', 'study', 'prove', 'assume']","['pm', 'artist', 'best', 'name', 'work', 'create', 'pas', 'admit', 'student', 'summer', 'first', 'town', 'want', 'might', 'wait', 'idea', 'study', 'prove', 'assume']",pm artist best name work create pas admit student summer first town want might wait idea study prove assume,Negative,0
,Section scene financial here expert.,nothing recent not leg break bed role control option whole short design hear ball right east study politics,1,donald56,4,107,Website,en,Czech Republic,5.4.0,No,nothing recent leg break bed role control option whole short design hear ball right east study politics,"['nothing', 'recent', 'leg', 'break', 'bed', 'role', 'control', 'option', 'whole', 'short', 'design', 'hear', 'ball', 'right', 'east', 'study', 'politics']","['nothing', 'recent', 'leg', 'break', 'bed', 'role', 'control', 'option', 'whole', 'short', 'design', 'hear', 'ball', 'right', 'east', 'study', 'politics']",nothing recent leg break bed role control option whole short design hear ball right east study politics,Negative,0
,Before significant election life all.,evening current without else keep begin great hair last piece story already strong history mrs decision reduce get specific someone debate record mean,2,holmescrystal,27,150,Google Play,en,Lebanon,2.3.3,No,evening current without else keep begin great hair last piece story already strong history mrs decision reduce get specific someone debate record mean,"['evening', 'current', 'without', 'else', 'keep', 'begin', 'great', 'hair', 'last', 'piece', 'story', 'already', 'strong', 'history', 'mrs', 'decision', 'reduce', 'get', 'specific', 'someone', 'debate', 'record', 'mean']","['evening', 'current', 'without', 'else', 'keep', 'begin', 'great', 'hair', 'last', 'piece', 'story', 'already', 'strong', 'history', 'mr', 'decision', 'reduce', 'get', 'specific', 'someone', 'debate', 'record', 'mean']",evening current without else keep begin great hair last piece story already strong history mr decision reduce get specific someone debate record mean,Negative,0
,Room list during rich over lot.,only head help open almost red picture thank account instead friend cost group clear national sell keep pattern order,3,oevans,68,117,App Store,en,Serbia,3.6.7,Yes,head help open almost red picture thank account instead friend cost group clear national sell keep pattern order,"['head', 'help', 'open', 'almost', 'red', 'picture', 'thank', 'account', 'instead', 'friend', 'cost', 'group', 'clear', 'national', 'sell', 'keep', 'pattern', 'order']","['head', 'help', 'open', 'almost', 'red', 'picture', 'thank', 'account', 'instead', 'friend', 'cost', 'group', 'clear', 'national', 'sell', 'keep', 'pattern', 'order']",head help open almost red picture thank account instead friend cost group clear national sell keep pattern order,Neutral,1
,Tax job right child new.,blue international especially officer or clearly coach feel others recently model week sell candidate four whether wife finally she soon learn close a challenge third feeling ball,2,adam25,76,179,Google Play,en,Bolivia,1.6.6,No,blue international especially officer clearly coach feel others recently model week sell candidate four whether wife finally soon learn close challenge third feeling ball,"['blue', 'international', 'especially', 'officer', 'clearly', 'coach', 'feel', 'others', 'recently', 'model', 'week', 'sell', 'candidate', 'four', 'whether', 'wife', 'finally', 'soon', 'learn', 'close', 'challenge', 'third', 'feeling', 'ball']","['blue', 'international', 'especially', 'officer', 'clearly', 'coach', 'feel', 'others', 'recently', 'model', 'week', 'sell', 'candidate', 'four', 'whether', 'wife', 'finally', 'soon', 'learn', 'close', 'challenge', 'third', 'feeling', 'ball']",blue international especially officer clearly coach feel others recently model week sell candidate four whether wife finally soon learn close challenge third feeling ball,Negative,0
,Trip population catch could deep itself.,rather recognize tree protect story relationship several benefit campaign several card significant today others move get prove wife agree those concern dog gun may ability out,5,patrick26,121,175,Google Play,en,Canada,2.1.7,No,rather recognize tree protect story relationship several benefit campaign several card significant today others move get prove wife agree concern dog gun may ability,"['rather', 'recognize', 'tree', 'protect', 'story', 'relationship', 'several', 'benefit', 'campaign', 'several', 'card', 'significant', 'today', 'others', 'move', 'get', 'prove', 'wife', 'agree', 'concern', 'dog', 'gun', 'may', 'ability']","['rather', 'recognize', 'tree', 'protect', 'story', 'relationship', 'several', 'benefit', 'campaign', 'several', 'card', 'significant', 'today', 'others', 'move', 'get', 'prove', 'wife', 'agree', 'concern', 'dog', 'gun', 'may', 'ability']",rather recognize tree protect story relationship several benefit campaign several card significant today others move get prove wife agree concern dog gun may ability,Positive,2
,Activity president prove institution approach interesting score.,hit start alone when instead clear radio strong let get run pretty identify southern claim can medical,3,munozleah,144,102,Google Play,en,Korea,1.3.3,No,hit start alone instead clear radio strong let get run pretty identify southern claim medical,"['hit', 'start', 'alone', 'instead', 'clear', 'radio', 'strong', 'let', 'get', 'run', 'pretty', 'identify', 'southern', 'claim', 'medical']","['hit', 'start', 'alone', 'instead', 'clear', 'radio', 'strong', 'let', 'get', 'run', 'pretty', 'identify', 'southern', 'claim', 'medical']",hit start alone instead clear radio strong let get run pretty identify southern claim medical,Neutral,1
,Let always test.,sit republican such will born condition interest service that bag front various opportunity culture spend road lawyer,3,mrichardson,11,117,Google Play,en,Poland,5.9.0,Yes,sit republican born condition interest service bag front various opportunity culture spend road lawyer,"['sit', 'republican', 'born', 'condition', 'interest', 'service', 'bag', 'front', 'various', 'opportunity', 'culture', 'spend', 'road', 'lawyer']","['sit', 'republican', 'born', 'condition', 'interest', 'service', 'bag', 'front', 'various', 'opportunity', 'culture', 'spend', 'road', 'lawyer']",sit republican born condition interest service bag front various opportunity culture spend road lawyer,Neutral,1
,Plan issue ever will.,international push short age environment fall indicate land fear other ground already school eat base behind,3,samanthaberger,4,108,Flipkart,en,Venezuela,2.6.1,No,international push short age environment fall indicate land fear ground already school eat base behind,"['international', 'push', 'short', 'age', 'environment', 'fall', 'indicate', 'land', 'fear', 'ground', 'already', 'school', 'eat', 'base', 'behind']","['international', 'push', 'short', 'age', 'environment', 'fall', 'indicate', 'land', 'fear', 'ground', 'already', 'school', 'eat', 'base', 'behind']",international push short age environment fall indicate land fear ground already school eat base behind,Neutral,1
2025-06-05,Past much soldier reason any.,notice american force although participant rich speech big mention rise front pm institution against wear either present third student item bring court end,2,blewis,144,155,Flipkart,en,Falkland Islands (Malvinas),4.8.5,No,notice american force although participant rich speech big mention rise front pm institution wear either present third student item bring court end,"['notice', 'american', 'force', 'although', 'participant', 'rich', 'speech', 'big', 'mention', 'rise', 'front', 'pm', 'institution', 'wear', 'either', 'present', 'third', 'student', 'item', 'bring', 'court', 'end']","['notice', 'american', 'force', 'although', 'participant', 'rich', 'speech', 'big', 'mention', 'rise', 'front', 'pm', 'institution', 'wear', 'either', 'present', 'third', 'student', 'item', 'bring', 'court', 'end']",notice american force although participant rich speech big mention rise front pm institution wear either present third student item bring court end,Negative,0
2025-02-05,Play forget home upon actually future.,everybody provide painting travel question evening imagine affect price ever leg so play best different remember determine particularly rock participant leave,2,lynn27,176,158,Google Play,en,Timor-Leste,3.0.1,No,everybody provide painting travel question evening imagine affect price ever leg play best different remember determine particularly rock participant leave,"['everybody', 'provide', 'painting', 'travel', 'question', 'evening', 'imagine', 'affect', 'price', 'ever', 'leg', 'play', 'best', 'different', 'remember', 'determine', 'particularly', 'rock', 'participant', 'leave']","['everybody', 'provide', 'painting', 'travel', 'question', 'evening', 'imagine', 'affect', 'price', 'ever', 'leg', 'play', 'best', 'different', 'remember', 'determine', 'particularly', 'rock', 'participant', 'leave']",everybody provide painting travel question evening imagine affect price ever leg play best different remember determine particularly rock participant leave,Negative,0
2025-05-08,Writer heart Mrs her we but how.,decision recently pull eight allow system whose place no generation debate world fight seem later level choose once person north indeed share seem exist,2,victoriaduncan,19,152,Amazon,en,Christmas Island,5.9.6,No,decision recently pull eight allow system whose place generation debate world fight seem later level choose person north indeed share seem exist,"['decision', 'recently', 'pull', 'eight', 'allow', 'system', 'whose', 'place', 'generation', 'debate', 'world', 'fight', 'seem', 'later', 'level', 'choose', 'person', 'north', 'indeed', 'share', 'seem', 'exist']","['decision', 'recently', 'pull', 'eight', 'allow', 'system', 'whose', 'place', 'generation', 'debate', 'world', 'fight', 'seem', 'later', 'level', 'choose', 'person', 'north', 'indeed', 'share', 'seem', 'exist']",decision recently pull eight allow system whose place generation debate world fight seem later level choose person north indeed share seem exist,Negative,0
,Under concern eye mouth.,short worker without nearly goal design too everything picture professional rather plan player maybe mouth different identify series experience under,1,kathryn21,162,149,Amazon,en,Hungary,4.3.5,No,short worker without nearly goal design everything picture professional rather plan player maybe mouth different identify series experience,"['short', 'worker', 'without', 'nearly', 'goal', 'design', 'everything', 'picture', 'professional', 'rather', 'plan', 'player', 'maybe', 'mouth', 'different', 'identify', 'series', 'experience']","['short', 'worker', 'without', 'nearly', 'goal', 'design', 'everything', 'picture', 'professional', 'rather', 'plan', 'player', 'maybe', 'mouth', 'different', 'identify', 'series', 'experience']",short worker without nearly goal design everything picture professional rather plan player maybe mouth different identify series experience,Negative,0
,Leader rich dream line.,wind improve player peace catch people your outside rule watch foot coach personal range weight age over smile hope memory cover,4,marcuscarter,47,128,Website,en,Uganda,1.9.4,Yes,wind improve player peace catch people outside rule watch foot coach personal range weight age smile hope memory cover,"['wind', 'improve', 'player', 'peace', 'catch', 'people', 'outside', 'rule', 'watch', 'foot', 'coach', 'personal', 'range', 'weight', 'age', 'smile', 'hope', 'memory', 'cover']","['wind', 'improve', 'player', 'peace', 'catch', 'people', 'outside', 'rule', 'watch', 'foot', 'coach', 'personal', 'range', 'weight', 'age', 'smile', 'hope', 'memory', 'cover']",wind improve player peace catch people outside rule watch foot coach personal range weight age smile hope memory cover,Positive,2
2025-03-02,Positive move agency lose rise fall huge state.,officer learn raise kitchen drop computer left political study the training each reveal attorney security radio image mind like history situation whatever third mr,1,coxjennifer,21,163,Amazon,en,Madagascar,4.2.6,No,officer learn raise kitchen drop computer left political study training reveal attorney security radio image mind like history situation whatever third mr,"['officer', 'learn', 'raise', 'kitchen', 'drop', 'computer', 'left', 'political', 'study', 'training', 'reveal', 'attorney', 'security', 'radio', 'image', 'mind', 'like', 'history', 'situation', 'whatever', 'third', 'mr']","['officer', 'learn', 'raise', 'kitchen', 'drop', 'computer', 'left', 'political', 'study', 'training', 'reveal', 'attorney', 'security', 'radio', 'image', 'mind', 'like', 'history', 'situation', 'whatever', 'third', 'mr']",officer learn raise kitchen drop computer left political study training reveal attorney security radio image mind like history situation whatever third mr,Negative,0
2025-07-02,Challenge eye determine he.,investment buy certainly energy stay send born college include fund tree decide best politics available tonight man each employee far know skin record nothing organization,3,jennifer42,27,171,Google Play,en,Mongolia,3.7.5,No,investment buy certainly energy stay send born college include fund tree decide best politics available tonight man employee far know skin record nothing organization,"['investment', 'buy', 'certainly', 'energy', 'stay', 'send', 'born', 'college', 'include', 'fund', 'tree', 'decide', 'best', 'politics', 'available', 'tonight', 'man', 'employee', 'far', 'know', 'skin', 'record', 'nothing', 'organization']","['investment', 'buy', 'certainly', 'energy', 'stay', 'send', 'born', 'college', 'include', 'fund', 'tree', 'decide', 'best', 'politics', 'available', 'tonight', 'man', 'employee', 'far', 'know', 'skin', 'record', 'nothing', 'organization']",investment buy certainly energy stay send born college include fund tree decide best politics available tonight man employee far know skin record nothing organization,Neutral,1
,Image peace color general choose system fire.,little key far season reason chair factor his pm surface on chance activity hair meet thank,1,nicholas72,33,91,Google Play,en,Trinidad and Tobago,4.7.8,No,little key far season reason chair factor pm surface chance activity hair meet thank,"['little', 'key', 'far', 'season', 'reason', 'chair', 'factor', 'pm', 'surface', 'chance', 'activity', 'hair', 'meet', 'thank']","['little', 'key', 'far', 'season', 'reason', 'chair', 'factor', 'pm', 'surface', 'chance', 'activity', 'hair', 'meet', 'thank']",little key far season reason chair factor pm surface chance activity hair meet thank,Negative,0
,Suggest Mrs bag something land mission each.,compare today add water garden finally difference everything sing smile practice ground notice police activity second standard skin together scientist hair allow phone weight medical even,1,hannahcurtis,6,187,Google Play,en,Ecuador,5.1.9,No,compare today add water garden finally difference everything sing smile practice ground notice police activity second standard skin together scientist hair allow phone weight medical even,"['compare', 'today', 'add', 'water', 'garden', 'finally', 'difference', 'everything', 'sing', 'smile', 'practice', 'ground', 'notice', 'police', 'activity', 'second', 'standard', 'skin', 'together', 'scientist', 'hair', 'allow', 'phone', 'weight', 'medical', 'even']","['compare', 'today', 'add', 'water', 'garden', 'finally', 'difference', 'everything', 'sing', 'smile', 'practice', 'ground', 'notice', 'police', 'activity', 'second', 'standard', 'skin', 'together', 'scientist', 'hair', 'allow', 'phone', 'weight', 'medical', 'even']",compare today add water garden finally difference everything sing smile practice ground notice police activity second standard skin together scientist hair allow phone weight medical even,Negative,0
,Between operation our feel act.,concern without entire everyone sea safe true town car few debate one ok less mr sit five plant cultural bring bar,4,hcallahan,3,114,Amazon,en,Saint Helena,4.1.8,Yes,concern without entire everyone sea safe true town car debate one ok less mr sit five plant cultural bring bar,"['concern', 'without', 'entire', 'everyone', 'sea', 'safe', 'true', 'town', 'car', 'debate', 'one', 'ok', 'less', 'mr', 'sit', 'five', 'plant', 'cultural', 'bring', 'bar']","['concern', 'without', 'entire', 'everyone', 'sea', 'safe', 'true', 'town', 'car', 'debate', 'one', 'ok', 'less', 'mr', 'sit', 'five', 'plant', 'cultural', 'bring', 'bar']",concern without entire everyone sea safe true town car debate one ok less mr sit five plant cultural bring bar,Positive,2
2025-03-07,Assume it fight understand.,since crime south pass lead a senior over manage computer medical exist population enough mother game question me personal born series consider according throw meeting many,5,rpeterson,133,172,Flipkart,en,Martinique,2.2.4,No,since crime south pass lead senior manage computer medical exist population enough mother game question personal born series consider according throw meeting many,"['since', 'crime', 'south', 'pass', 'lead', 'senior', 'manage', 'computer', 'medical', 'exist', 'population', 'enough', 'mother', 'game', 'question', 'personal', 'born', 'series', 'consider', 'according', 'throw', 'meeting', 'many']","['since', 'crime', 'south', 'pas', 'lead', 'senior', 'manage', 'computer', 'medical', 'exist', 'population', 'enough', 'mother', 'game', 'question', 'personal', 'born', 'series', 'consider', 'according', 'throw', 'meeting', 'many']",since crime south pas lead senior manage computer medical exist population enough mother game question personal born series consider according throw meeting many,Positive,2
,He fill risk stop firm.,cover board discussion film figure short line range decision public food court how commercial citizen production for might listen organization indicate risk director enjoy,3,ronald66,126,171,Flipkart,en,Albania,2.6.4,No,cover board discussion film figure short line range decision public food court commercial citizen production might listen organization indicate risk director enjoy,"['cover', 'board', 'discussion', 'film', 'figure', 'short', 'line', 'range', 'decision', 'public', 'food', 'court', 'commercial', 'citizen', 'production', 'might', 'listen', 'organization', 'indicate', 'risk', 'director', 'enjoy']","['cover', 'board', 'discussion', 'film', 'figure', 'short', 'line', 'range', 'decision', 'public', 'food', 'court', 'commercial', 'citizen', 'production', 'might', 'listen', 'organization', 'indicate', 'risk', 'director', 'enjoy']",cover board discussion film figure short line range decision public food court commercial citizen production might listen organization indicate risk director enjoy,Neutral,1
,Blood during for look return.,area impact position cause lead ever stand dark product eight strategy focus so for nice current democrat me,3,ccrane,123,108,Google Play,en,Slovakia (Slovak Republic),3.3.7,Yes,area impact position cause lead ever stand dark product eight strategy focus nice current democrat,"['area', 'impact', 'position', 'cause', 'lead', 'ever', 'stand', 'dark', 'product', 'eight', 'strategy', 'focus', 'nice', 'current', 'democrat']","['area', 'impact', 'position', 'cause', 'lead', 'ever', 'stand', 'dark', 'product', 'eight', 'strategy', 'focus', 'nice', 'current', 'democrat']",area impact position cause lead ever stand dark product eight strategy focus nice current democrat,Neutral,1
2025-05-06,Foreign national produce news stage.,reach training main exactly parent heart big policy everybody hard book care seek foot simple including charge character federal customer because,4,taylorkayla,27,145,Flipkart,en,Trinidad and Tobago,1.6.5,No,reach training main exactly parent heart big policy everybody hard book care seek foot simple including charge character federal customer,"['reach', 'training', 'main', 'exactly', 'parent', 'heart', 'big', 'policy', 'everybody', 'hard', 'book', 'care', 'seek', 'foot', 'simple', 'including', 'charge', 'character', 'federal', 'customer']","['reach', 'training', 'main', 'exactly', 'parent', 'heart', 'big', 'policy', 'everybody', 'hard', 'book', 'care', 'seek', 'foot', 'simple', 'including', 'charge', 'character', 'federal', 'customer']",reach training main exactly parent heart big policy everybody hard book care seek foot simple including charge character federal customer,Positive,2
